2154,1,1,2954
2154edt,1,1,2955
2157,1,1,2956
2157edt,1,1,2957
217,1,1,2958
217000,1,1,2959
21st,1,1,2960
22,45,26,2961
2200,3,3,2987
220000,1,1,2990
2200edt,2,2,2991
2202,1,1,2993
2202edt,1,1,2994
221,1,1,2995
2211,1,1,2996
2211edt,1,1,2997
2223,1,1,2998
2223edt,1,1,2999
2228,1,1,3000
2228est,1,1,3001
2230,1,1,3002
22300,2,1,3003
2230edt,1,1,3004
224,1,1,3005
2243,1,1,3006
2247,1,1,3007
2247est,1,1,3008
2254,2,2,3009
2254est,2,2,3011
2257,1,1,3013
2257est,1,1,3014
228,3,3,3015
229,9,9,3018
22nd,1,1,3027
23,38,24,3028
230,2,2,3052
231,1,1,3054
2311,2,2,3055
2311edt,2,2,3057
2312,1,1,3059
2312est,1,1,3060
2314,1,1,3061
2314est,1,1,3062
2317,2,2,3063
2317edt,2,2,3065
2323,1,1,3067
2323est,1,1,3068
2333,1,1,3069
2333est,1,1,3070
235,1,1,3071
235ampadd,2,1,3072
2361,1,1,3073
238,1,1,3074
24,49,32,3075
240,1,1,3107
2412,1,1,3108
243,1,1,3109
245,1,1,3110
248,1,1,3111
25,94,53,3112
250,18,16,3165
25000,3,3,3181
250000,3,3,3184
2528,1,1,3187
2565,2,2,3188
25th,1,1,3190
26,31,21,3191
260,1,1,3212
269,1,1,3213
27,11,7,3214
270,10,10,3221
27000,1,1,3231
275,1,1,3232
28,14,10,3233
280,1,1,3243
285ampa,1,1,3244
285ampadd,1,1,3245
29,31,18,3246
294,1,1,3264
296,1,1,3265
298,1,1,3266
2nd,41,24,3267
2ndld,17,17,3291
2t,1,1,3308
2tak,1,1,3309
2take,21,16,3310
30,84,58,3326
300,21,20,3384
3000,8,8,3404
30000,3,3,3412
300000,11,11,3415
3000th,2,2,3426
31,22,13,3428
310,6,3,3441
313,2,1,3444
314,2,2,3445
315,1,1,3447
315ampadd,1,1,3448
317,2,1,3449
3197,2,2,3450
32,12,11,3452
320000,1,1,3463
326,1,1,3464
33,16,9,3465
33312,2,2,3474
337,1,1,3476
34,16,14,3477
346,23,23,3491
35,9,9,3514
3500,6,6,3523
350000,2,2,3529
350ampadd,2,1,3531
356,1,1,3532
36,8,8,3533
3600,1,1,3541
364,1,1,3542
365ampadd,2,1,3543
37,4,4,3544
370,2,2,3548
37000,9,9,3550
372,1,1,3559
374,1,1,3560
38,11,11,3561
380ampad,1,1,3572
380ampadd,1,1,3573
385,6,6,3574
38th,1,1,3580
39,6,5,3581
395,1,1,3586
396,6,6,3587
3com,18,2,3593
3nd,2,1,3595
3ndld,1,1,3596
3rd,27,16,3597
3rdld,10,10,3613
40,43,37,3623
400,28,23,3660
4000,6,6,3683
40000,4,3,3689
400000,4,4,3692
400amp,1,1,3696
400ampadd,3,2,3697
403,1,1,3699
40th,1,1,3700
41,7,7,3701
411,2,2,3708
415,1,1,3710
42,12,9,3711
4204,3,3,3720
420ampa,1,1,3723
420ampadd,1,1,3724
43,7,7,3725
430,1,1,3732
430ampadd,1,1,3733
435000,5,5,3734
438,1,1,3739
44,9,9,3740
440,1,1,3749
440ampadd,3,3,3750
447,2,2,3753
44th,1,1,3755
45,14,13,3756
4500,1,1,3769
4570,2,2,3770
46,3,3,3772
460ampad,1,1,3775
460ampadd,1,1,3776
47,20,15,3777
470,2,2,3792
48,12,12,3794
480ampadd,2,1,3806
49,7,7,3807
4rd,2,1,3814
4rdld,1,1,3815
4th,27,16,3816
4thld,10,10,3832
50,43,36,3842
500,12,11,3878
5000,10,8,3889
50000,3,3,3897
500000,3,2,3900
500ampadd,2,1,3902
50th,2,2,3903
51,12,12,3905
513,1,1,3917
52,4,4,3918
524,1,1,3922
53,1,1,3923
54,7,7,3924
5400,1,1,3931
540ampad,1,1,3932
540ampadd,1,1,3933
545ampadd,2,1,3934
55,10,10,3935
550,3,3,3945
556,3,3,3948
558,2,2,3951
55ptempel,2,2,3953
55ptemple,2,2,3955
56,10,8,3957
56000,1,1,3965
560ampadd,2,1,3966
566,2,2,3967
57,7,6,3969
570,1,1,3975
570ampad,1,1,3976
570ampadd,1,1,3977
570f,1,1,3978
58,2,1,3979
59,3,3,3980
592,1,1,3983
596,1,1,3984
5th,15,11,3985
5thld,3,3,3996
60,38,26,3999
600,13,12,4025
6000,3,3,4037
60000,3,3,4040
600000,1,1,4043
6002take,2,2,4044
603,25,25,4046
604,2,2,4071
61,3,3,4073
62,11,10,4076
620ampadd,1,1,4086
63,1,1,4087
64,6,6,4088
6435,2,2,4094
65,9,9,4096
65000,1,1,4105
650000,1,1,4106
66,2,2,4107
660ampa,1,1,4109
660ampadd,1,1,4110
663,1,1,4111
665ampadd,4,2,4112
67,3,3,4114
6700,1,1,4117
6702take,1,1,4118
6729,1,1,4119
68,1,1,4120
680ampad,1,1,4121
680ampadd,1,1,4122
69,6,6,4123
690ampadd,1,1,4129
695,1,1,4130
6th,10,6,4131
6thld,4,4,4137
70,13,12,4141
700,1,1,4153
700amp,1,1,4154
700ampadd,2,2,4155
71,2,2,4157
710,1,1,4159
712,1,1,4160
72,1,1,4161
725ampadd,1,1,4162
727,5,5,4163
73,1,1,4168
730,1,1,4169
7302t,2,2,4170
7302take,4,4,4172
74,8,6,4176
747,3,3,4182
75,9,9,4185
75000,2,2,4194
750000,2,2,4196
7502take,1,1,4198
75th,1,1,4199
76,4,4,4200
77,2,2,4204
775,1,1,4206
775ampadd,1,1,4207
78,4,4,4208
7886,1,1,4212
790500,1,1,4213
7th,3,3,4214
80,27,21,4217
800,4,4,4238
8000,6,4,4242
800000,3,3,4246
800ampadd,1,1,4249
81,4,4,4250
82,10,9,4254
827,1,1,4263
83,9,6,4264
830,3,3,4270
833,1,1,4273
8464,2,2,4274
85,6,4,4276
8500,1,1,4280
8589,1,1,4281
86,10,10,4282
8600,1,1,4292
88,1,1,4293
88000,2,2,4294
8804,1,1,4296
888,48,25,4297
8th,6,4,4322
8thld,1,1,4326
90,21,20,4327
900,2,2,4347
9000,1,1,4349
92,2,2,4350
930,2,2,4352
94,3,3,4354
940,1,1,4357
945,2,2,4358
95,9,7,4360
950ampadd,2,2,4367
959,1,1,4369
96,5,5,4370
97,1,1,4375
98,306,298,4376
980,1,1,4674
985,1,1,4675
9852take,1,1,4676
9867,23,23,4677
99,4,4,4700
996,6,3,4704
9th,1,1,4707
a0247,1,1,4708
a0665,2,2,4709
a0757,1,1,4711
a0808,1,1,4712
a0828,1,1,4713
a0897,1,1,4714
a0927,1,1,4715
a0934,1,1,4716
a0961,1,1,4717
a1536,1,1,4718
a1570,1,1,4719
a1614,1,1,4720
a1927,1,1,4721
a1956,1,1,4722
a2186,2,2,4723
a2193,1,1,4725
a2202,1,1,4726
a2268,1,1,4727
a2424,2,2,4728
a2450,1,1,4730
a2456,1,1,4731
a2500,1,1,4732
a2655,2,2,4733
a2777,1,1,4735
a2868,1,1,4736
a2876,1,1,4737
a3110,1,1,4738
a3130,2,2,4739
a3421,1,1,4741
a3426,1,1,4742
a3456,1,1,4743
a3531,1,1,4744
a3564,1,1,4745
a3584,1,1,4746
a3989,1,1,4747
a4139,1,1,4748
a4327,1,1,4749
a4381,1,1,4750
a4547,1,1,4751
a4586,1,1,4752
a4845,1,1,4753
a4876,1,1,4754
a4986,1,1,4755
a4988,1,1,4756
